,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
14346,WAVESUSDT,PIRATEUSDT,0.01,-3.82,-3.37,17.7,35
8749,KSMUSDT,SXPUSDT,0.01,-4.1,-3.37,88.92,35
5235,DGBUSDT,DOGEUSDT,0.01,-3.83,-3.37,0.03,35
3175,BATUSDT,USTCUSDT,0.01,-3.96,-3.37,14.78,35
11749,RAYDIUMUSDT,VRUSDT,0.01,-3.79,-3.37,752.58,35
4551,CROUSDT,IDEXUSDT,0.01,-4.04,-3.37,2.83,34
2254,ALTUSDT,KSMUSDT,0.0,-4.32,-3.37,0.0,34
2178,ALICEUSDT,TROYUSDT,0.04,-3.43,-3.37,523.47,34
2701,AUCTIONUSDT,GUSDT,0.02,-3.68,-3.37,462.15,34
432,10000COQUSDT,IOTXUSDT,0.0,-5.72,-3.37,0.29,34
441,10000COQUSDT,KSMUSDT,0.0,-6.31,-3.37,0.0,34
536,10000COQUSDT,SANDUSDT,0.0,-5.42,-3.37,0.02,34
10771,ORCAUSDT,SUSHIUSDT,0.01,-4.01,-3.37,2.28,34
3264,BEAMUSDT,CHILLGUYUSDT,0.02,-3.74,-3.37,0.27,34
9942,MOVRUSDT,STRKUSDT,0.01,-4.04,-3.37,26.72,34
2252,ALTUSDT,INJUSDT,0.0,-4.14,-3.37,0.0,34
2117,ALGOUSDT,MAGICUSDT,0.04,-3.47,-3.37,1.11,34
9083,LSKUSDT,MASKUSDT,0.0,-5.17,-3.37,0.39,34
10418,ONGUSDT,1000BTTUSDT,0.03,-3.52,-3.37,288.11,34
10455,ONGUSDT,SNTUSDT,0.03,-3.59,-3.37,7.52,34
6690,FORTHUSDT,MOBILEUSDT,0.01,-3.82,-3.37,5414.7,34
12548,SAFEUSDT,TLMUSDT,0.01,-3.85,-3.37,85.51,34
8566,JSTUSDT,MASKUSDT,0.04,-3.39,-3.37,0.02,34
7126,GMXUSDT,RDNTUSDT,0.0,-4.22,-3.37,462.83,34
1761,AERGOUSDT,FUSDT,0.04,-3.47,-3.37,2.56,34
479,10000COQUSDT,MTLUSDT,0.0,-6.25,-3.37,0.01,34
548,10000COQUSDT,SOLUSDT,0.0,-5.01,-3.37,0.0,34
1764,AERGOUSDT,ICXUSDT,0.02,-3.66,-3.37,0.68,34
4924,CTSIUSDT,MBOXUSDT,0.01,-3.81,-3.37,0.95,34
10038,NCUSDT,SWARMSUSDT,0.01,-3.99,-3.37,1.03,34
7824,HIFIUSDT,IDUSDT,0.0,-4.18,-3.37,1.5,34
8481,IOTXUSDT,ARBUSDT,0.04,-3.43,-3.37,0.05,34
9891,MOODENGUSDT,DYMUSDT,0.03,-3.59,-3.37,0.12,34
5920,ETHWUSDT,TOKENUSDT,0.0,-4.4,-3.37,71.6,34
1277,1000XECUSDT,DODOUSDT,0.02,-3.66,-3.37,0.31,34
7650,GRTUSDT,TRUUSDT,0.02,-3.68,-3.37,2.73,34
11297,PROMUSDT,RIFUSDT,0.02,-3.66,-3.37,63.74,34
48,1000000BABYDOGEUSDT,HOOKUSDT,0.0,-4.16,-3.37,0.01,34
11223,POWRUSDT,SNTUSDT,0.01,-3.89,-3.37,6.48,34
689,10000QUBICUSDT,KSMUSDT,0.03,-3.54,-3.37,0.0,34
6500,FIOUSDT,RENUSDT,0.0,-4.2,-3.37,1.2,34
2074,AKTUSDT,PROMUSDT,0.03,-3.51,-3.37,0.51,34
5225,DGBUSDT,COMPUSDT,0.02,-3.75,-3.37,0.0,34
731,10000QUBICUSDT,SYNUSDT,0.0,-4.16,-3.37,0.05,34
6931,GIGAUSDT,VANAUSDT,0.03,-3.52,-3.37,0.01,34
722,10000QUBICUSDT,SSVUSDT,0.0,-4.85,-3.37,0.0,34
707,10000QUBICUSDT,PEOPLEUSDT,0.0,-4.71,-3.37,0.79,34
708,10000QUBICUSDT,PERPUSDT,0.0,-5.05,-3.37,0.04,34
721,10000QUBICUSDT,SNXUSDT,0.0,-4.56,-3.37,0.01,34
2788,AUDIOUSDT,RAREUSDT,0.02,-3.66,-3.37,1.47,34
12721,SCRUSDT,TAIKOUSDT,0.02,-3.72,-3.37,0.51,34
8400,IMXUSDT,CARVUSDT,0.03,-3.48,-3.37,1.81,34
6741,FTNUSDT,MAXUSDT,0.04,-3.41,-3.37,30.47,34
5112,DATAUSDT,VANAUSDT,0.0,-4.2,-3.37,0.0,34
557,10000COQUSDT,STORJUSDT,0.0,-5.93,-3.37,0.02,34
560,10000COQUSDT,STXUSDT,0.0,-5.37,-3.37,0.01,34
2614,ATAUSDT,PROMUSDT,0.02,-3.61,-3.37,0.02,34
5081,DASHUSDT,SYNUSDT,0.03,-3.5,-3.37,73.75,34
426,10000COQUSDT,IDUSDT,0.0,-5.97,-3.37,0.03,34
125,1000000PEIPEIUSDT,BEAMUSDT,0.04,-3.45,-3.37,3.2,34
8926,LOOKSUSDT,SCRTUSDT,0.03,-3.48,-3.37,0.1,34
8918,LOOKSUSDT,ONEUSDT,0.02,-3.62,-3.37,1.67,34
3151,BATUSDT,COSUSDT,0.01,-3.97,-3.37,35.49,34
5696,DYDXUSDT,IOTXUSDT,0.02,-3.61,-3.37,34.19,34
5690,DYDXUSDT,EDUUSDT,0.03,-3.59,-3.37,2.35,34
5633,DOTUSDT,METISUSDT,0.0,-4.4,-3.37,0.18,34
8108,HOOKUSDT,CELOUSDT,0.01,-3.87,-3.37,0.51,34
2595,ATAUSDT,FXSUSDT,0.0,-4.12,-3.37,0.04,34
3759,BRETTUSDT,VANAUSDT,0.0,-4.65,-3.37,0.01,34
2309,ANIMEUSDT,KOMAUSDT,0.0,-4.31,-3.37,1.11,34
2275,ALUUSDT,GIGAUSDT,0.0,-4.23,-3.37,1.69,34
2942,BADGERUSDT,REQUSDT,0.01,-4.0,-3.37,32.8,34
2700,AUCTIONUSDT,GMXUSDT,0.0,-4.18,-3.37,0.58,34
412,10000COQUSDT,GTCUSDT,0.0,-5.92,-3.37,0.02,34
369,10000COQUSDT,DODOUSDT,0.0,-6.27,-3.37,0.09,34
7852,HIFIUSDT,SNTUSDT,0.03,-3.49,-3.37,13.52,34
9162,LUNA2USDT,STRKUSDT,0.01,-3.84,-3.37,0.92,34
12287,RIFUSDT,FUSDT,0.04,-3.39,-3.37,1.9,34
367,10000COQUSDT,DENTUSDT,0.0,-5.54,-3.37,8.24,34
13614,STXUSDT,TROYUSDT,0.03,-3.52,-3.37,719.62,34
4822,CTKUSDT,BCHUSDT,0.03,-3.59,-3.37,0.0,34
6866,GASUSDT,TAIKOUSDT,0.02,-3.66,-3.37,3.58,34
1826,AEVOUSDT,ORCAUSDT,0.0,-4.16,-3.37,0.09,34
393,10000COQUSDT,FLOWUSDT,0.0,-5.77,-3.37,0.01,34
1487,ACEUSDT,NFPUSDT,0.02,-3.61,-3.37,7.58,34
991,1000FLOKIUSDT,LOOKSUSDT,0.03,-3.52,-3.37,3.9,34
5459,DODOUSDT,SAFEUSDT,0.02,-3.62,-3.37,0.13,34
4210,CHILLGUYUSDT,SPECUSDT,0.04,-3.45,-3.37,0.01,34
403,10000COQUSDT,GLMUSDT,0.0,-5.92,-3.37,0.03,34
1004,1000FLOKIUSDT,UMAUSDT,0.03,-3.57,-3.37,0.06,33
3910,CATIUSDT,RENUSDT,0.01,-3.82,-3.37,8.98,33
2105,ALGOUSDT,DGBUSDT,0.01,-3.86,-3.37,35.04,33
1180,1000TURBOUSDT,CVXUSDT,0.01,-3.88,-3.37,1.72,33
10871,PEAQUSDT,AGIUSDT,0.04,-3.45,-3.37,2.67,33
4357,COMPUSDT,RENUSDT,0.02,-3.67,-3.37,2718.55,33
9386,MAXUSDT,1000XECUSDT,0.02,-3.65,-3.37,4.01,33
3046,BANANAUSDT,FLOWUSDT,0.0,-5.0,-3.37,59.11,33
9559,MAXUSDT,STMXUSDT,0.0,-4.3,-3.37,24.15,33
1184,1000TURBOUSDT,EGLDUSDT,0.0,-4.23,-3.37,0.19,33
1814,AEVOUSDT,IOTXUSDT,0.01,-4.1,-3.37,8.37,33
3834,C98USDT,GMTUSDT,0.0,-4.3,-3.37,1.29,33
8969,LQTYUSDT,AXSUSDT,0.03,-3.51,-3.37,0.28,33
6436,FILUSDT,STXUSDT,0.0,-4.13,-3.37,3.61,33
12298,RIFUSDT,USTCUSDT,0.03,-3.47,-3.37,5.31,33
8084,HMSTRUSDT,SYNUSDT,0.0,-4.96,-3.37,0.01,33
3086,BANANAUSDT,MOVRUSDT,0.01,-3.81,-3.37,4.05,33
8614,KASUSDT,MEUSDT,0.02,-3.66,-3.37,0.07,33
5726,EDUUSDT,LUNA2USDT,0.01,-3.92,-3.37,1.42,33
3607,BNXUSDT,DODOUSDT,0.01,-3.83,-3.37,2.51,33
9977,MTLUSDT,PROMUSDT,0.03,-3.5,-3.37,0.22,33
11500,QUICKUSDT,STMXUSDT,0.03,-3.5,-3.37,5.9,33
3897,CATIUSDT,ICXUSDT,0.03,-3.51,-3.37,1.47,33
6904,GIGAUSDT,PRIMEUSDT,0.0,-5.15,-3.37,0.01,33
4550,CROUSDT,ICXUSDT,0.0,-4.62,-3.37,0.83,33
11474,QIUSDT,SOLVUSDT,0.03,-3.54,-3.37,0.24,33
13259,SLFUSDT,MBLUSDT,0.02,-3.66,-3.37,72.46,33
9926,MOVEUSDT,PHBUSDT,0.02,-3.72,-3.37,0.58,33
11375,PROSUSDT,SOLUSDT,0.01,-3.81,-3.37,0.0,33
5783,ENSUSDT,KASUSDT,0.01,-3.78,-3.37,256.57,33
10790,ORDIUSDT,TIAUSDT,0.03,-3.54,-3.37,4.54,33
1345,1000XECUSDT,SCUSDT,0.01,-3.88,-3.37,6.22,33
3012,BANANAUSDT,BLURUSDT,0.02,-3.65,-3.37,205.32,33
10943,PEAQUSDT,PAXGUSDT,0.03,-3.47,-3.37,0.0,33
2227,ALPHAUSDT,MAXUSDT,0.01,-3.8,-3.37,0.48,33
3061,BANANAUSDT,ICXUSDT,0.01,-3.95,-3.37,239.83,33
3122,BANANAUSDT,SOLVUSDT,0.01,-3.83,-3.37,679.02,33
3722,BRETTUSDT,DRIFTUSDT,0.03,-3.51,-3.37,0.09,33
7636,GRTUSDT,KASUSDT,0.0,-4.26,-3.37,1.39,33
33,1000000BABYDOGEUSDT,COMBOUSDT,0.02,-3.67,-3.37,0.01,33
5660,DRIFTUSDT,SLERFUSDT,0.0,-5.24,-3.37,6.08,33
680,10000QUBICUSDT,HIGHUSDT,0.0,-4.8,-3.37,0.02,33
8740,KSMUSDT,MANTAUSDT,0.01,-3.96,-3.37,42.19,33
2561,ASTRUSDT,MTLUSDT,0.03,-3.5,-3.37,0.04,33
738,10000QUBICUSDT,TROYUSDT,0.01,-3.9,-3.37,12.56,33
9757,MEUSDT,ALUUSDT,0.02,-3.74,-3.37,18.69,33
5195,DGBUSDT,ARKUSDT,0.02,-3.68,-3.37,0.02,33
1830,AEVOUSDT,SCRTUSDT,0.02,-3.65,-3.37,0.81,33
2283,ALUUSDT,VRUSDT,0.01,-3.85,-3.37,10.77,33
3063,BANANAUSDT,IDUSDT,0.0,-4.94,-3.37,106.81,33
7619,GRASSUSDT,AIUSDT,0.04,-3.4,-3.37,3.77,33
10227,NSUSDT,GIGAUSDT,0.03,-3.53,-3.37,3.67,33
658,10000QUBICUSDT,DOTUSDT,0.0,-5.47,-3.37,0.0,33
1333,1000XECUSDT,POWRUSDT,0.02,-3.75,-3.37,0.13,33
3925,CELOUSDT,CHESSUSDT,0.01,-4.05,-3.37,3.57,33
9324,MANTAUSDT,REZUSDT,0.0,-4.65,-3.37,24.76,33
799,10000WHYUSDT,BANANAUSDT,0.03,-3.5,-3.37,0.0,33
5738,EDUUSDT,SCRUSDT,0.04,-3.44,-3.37,0.68,33
2596,ATAUSDT,GMTUSDT,0.0,-4.37,-3.37,1.07,33
8826,LINKUSDT,MAXUSDT,0.04,-3.44,-3.37,188.55,33
615,10000QUBICUSDT,10000000AIDOGEUSDT,0.02,-3.62,-3.37,12.22,33
1003,1000FLOKIUSDT,TROYUSDT,0.01,-3.78,-3.37,70.33,33
8815,LINKUSDT,1000FLOKIUSDT,0.04,-3.44,-3.37,190.45,33
317,10000COQUSDT,BBUSDT,0.0,-5.87,-3.37,0.03,33
9588,MAXUSDT,VOXELUSDT,0.01,-3.83,-3.37,0.96,33
5682,DUSKUSDT,ROSEUSDT,0.01,-3.88,-3.37,2.66,33
1226,1000TURBOUSDT,SCAUSDT,0.02,-3.63,-3.37,31.83,33
1315,1000XECUSDT,LSKUSDT,0.04,-3.45,-3.37,0.04,33
3099,BANANAUSDT,PHAUSDT,0.01,-4.1,-3.37,187.69,33
60,1000000BABYDOGEUSDT,ORCAUSDT,0.0,-4.15,-3.37,0.0,33
6391,FIDAUSDT,MTLUSDT,0.01,-3.87,-3.37,0.17,33
4487,COWUSDT,TROYUSDT,0.03,-3.56,-3.37,311.01,33
8993,LQTYUSDT,PROMUSDT,0.01,-3.91,-3.37,0.3,33
8195,HOOKUSDT,SYSUSDT,0.02,-3.64,-3.37,3.01,33
4162,CHESSUSDT,UMAUSDT,0.01,-3.94,-3.37,0.07,33
2450,ARKUSDT,AUDIOUSDT,0.01,-4.06,-3.37,3.92,33
6574,FLOWUSDT,HIFIUSDT,0.02,-3.64,-3.37,1.2,33
13408,SNTUSDT,MASKUSDT,0.0,-4.37,-3.37,0.02,33
2959,BAKEUSDT,LINAUSDT,0.01,-4.01,-3.37,54.06,33
9137,LUMIAUSDT,MEUSDT,0.04,-3.4,-3.37,0.45,33
3079,BANANAUSDT,MANAUSDT,0.0,-5.3,-3.37,85.46,33
13415,SNTUSDT,TAIKOUSDT,0.02,-3.63,-3.37,0.03,33
5018,CVXUSDT,TROYUSDT,0.04,-3.47,-3.37,1753.97,33
9141,LUMIAUSDT,SUPERUSDT,0.04,-3.39,-3.37,0.91,33
5742,EDUUSDT,SXPUSDT,0.03,-3.47,-3.37,1.58,33
3874,CAKEUSDT,TAIKOUSDT,0.0,-4.17,-3.37,1.52,33
3646,BNXUSDT,RDNTUSDT,0.03,-3.57,-3.37,5.66,33
13399,SNTUSDT,BSVUSDT,0.01,-3.79,-3.37,0.0,33
8064,HMSTRUSDT,LQTYUSDT,0.03,-3.51,-3.37,0.0,33
3023,BANANAUSDT,COMPUSDT,0.03,-3.51,-3.37,0.54,33
9057,LSKUSDT,DATAUSDT,0.05,-3.37,-3.37,26.96,33
5752,EGLDUSDT,PERPUSDT,0.05,-3.37,-3.37,46.23,33
5417,DODOUSDT,1000LUNCUSDT,0.04,-3.42,-3.37,1.33,33
5774,ENJUSDT,FXSUSDT,0.02,-3.64,-3.37,0.06,33
5023,CYBERUSDT,GLMRUSDT,0.0,-4.61,-3.37,14.91,33
12559,SAGAUSDT,1000000BABYDOGEUSDT,0.04,-3.42,-3.37,543.41,33
13455,SPECUSDT,ANIMEUSDT,0.03,-3.55,-3.37,106.42,33
1544,ACXUSDT,1000000CHEEMSUSDT,0.01,-3.88,-3.37,0.5,33
9183,MAGICUSDT,MEUSDT,0.0,-4.37,-3.37,0.18,33
9436,MAXUSDT,DENTUSDT,0.04,-3.43,-3.37,114.75,33
2289,AMBUSDT,GRTUSDT,0.0,-4.12,-3.37,0.03,32
12440,RSS3USDT,SFPUSDT,0.01,-3.84,-3.37,0.14,32
7740,HBARUSDT,KAIAUSDT,0.01,-3.84,-3.37,1.62,32
64,1000000BABYDOGEUSDT,RDNTUSDT,0.01,-4.04,-3.37,0.05,32
6783,FUSDT,STEEMUSDT,0.02,-3.66,-3.37,0.2,32
13607,STRKUSDT,RIFUSDT,0.03,-3.49,-3.37,4.41,32
3288,BICOUSDT,GTCUSDT,0.0,-4.3,-3.37,0.42,32
3604,BNXUSDT,COMBOUSDT,0.0,-4.63,-3.37,0.76,32
5276,DGBUSDT,IDEXUSDT,0.0,-4.81,-3.37,0.23,32
353,10000COQUSDT,COSUSDT,0.0,-6.6,-3.37,1.48,32
1213,1000TURBOUSDT,ONEUSDT,0.01,-3.91,-3.37,280.1,32
9625,MBOXUSDT,1000BTTUSDT,0.01,-3.87,-3.37,134.02,32
307,10000COQUSDT,AVAILUSDT,0.02,-3.62,-3.37,0.08,32
3650,BNXUSDT,RPLUSDT,0.02,-3.66,-3.37,0.03,32
13481,SSVUSDT,LINKUSDT,0.04,-3.43,-3.37,0.76,32
1212,1000TURBOUSDT,MOBILEUSDT,0.03,-3.52,-3.37,7000.44,32
8330,IDEXUSDT,MINAUSDT,0.03,-3.49,-3.37,0.1,32
6620,FLRUSDT,SUIUSDT,0.0,-4.24,-3.37,0.01,32
13772,TLMUSDT,RVNUSDT,0.04,-3.41,-3.37,0.51,32
1049,1000LUNCUSDT,SNTUSDT,0.02,-3.62,-3.37,1.95,32
1412,1INCHUSDT,GODSUSDT,0.0,-4.81,-3.37,1.96,32
2753,AUDIOUSDT,IDEXUSDT,0.01,-3.86,-3.37,2.8,32
407,10000COQUSDT,GNOUSDT,0.0,-5.51,-3.37,0.0,32
247,1000000PEIPEIUSDT,VANAUSDT,0.0,-4.33,-3.37,0.01,32
1479,ACEUSDT,KDAUSDT,0.0,-4.41,-3.37,1.92,32
4451,COSUSDT,TWTUSDT,0.01,-3.87,-3.37,0.01,32
8010,HIVEUSDT,MOBILEUSDT,0.01,-4.0,-3.37,523.43,32
320,10000COQUSDT,BICOUSDT,0.0,-5.95,-3.37,0.04,32
7144,GNOUSDT,IOTXUSDT,0.01,-3.87,-3.37,6851.67,32
24,1000000BABYDOGEUSDT,BALUSDT,0.03,-3.53,-3.37,0.0,32
692,10000QUBICUSDT,LQTYUSDT,0.04,-3.44,-3.37,0.02,32
8733,KSMUSDT,DYDXUSDT,0.03,-3.53,-3.37,23.94,32
430,10000COQUSDT,IOSTUSDT,0.0,-5.3,-3.37,1.55,32
324,10000COQUSDT,BLASTUSDT,0.0,-5.58,-3.37,1.6,32
4426,COSUSDT,IOSTUSDT,0.02,-3.68,-3.37,1.04,32
5229,DGBUSDT,CROUSDT,0.02,-3.72,-3.37,0.08,32
3632,BNXUSDT,LUNA2USDT,0.0,-4.94,-3.37,0.8,32
12359,ROSEUSDT,LPTUSDT,0.01,-3.79,-3.37,0.01,32
14,1000000BABYDOGEUSDT,10000COQUSDT,0.01,-4.09,-3.37,0.22,32
6400,FIDAUSDT,RIFUSDT,0.04,-3.38,-3.37,2.5,32
424,10000COQUSDT,ICXUSDT,0.0,-5.5,-3.37,0.06,32
713,10000QUBICUSDT,REZUSDT,0.02,-3.68,-3.37,0.92,32
332,10000COQUSDT,BSVUSDT,0.0,-5.61,-3.37,0.0,32
8744,KSMUSDT,REZUSDT,0.0,-4.2,-3.37,1044.4,32
9763,MEUSDT,ILVUSDT,0.03,-3.53,-3.37,0.06,32
5645,DRIFTUSDT,IDEXUSDT,0.01,-3.94,-3.37,19.99,32
5183,DGBUSDT,AERGOUSDT,0.02,-3.6,-3.37,0.1,32
1240,1000TURBOUSDT,TRUUSDT,0.02,-3.64,-3.37,84.42,32
980,1000FLOKIUSDT,ALTUSDT,0.01,-4.1,-3.37,1.75,32
3041,BANANAUSDT,ETHFIUSDT,0.01,-3.79,-3.37,23.84,32
2585,ATAUSDT,BBUSDT,0.0,-4.3,-3.37,0.38,32
5166,DGBUSDT,1000000BABYDOGEUSDT,0.01,-3.91,-3.37,5.2,32
8900,LOOKSUSDT,FILUSDT,0.03,-3.54,-3.37,0.01,32
8131,HOOKUSDT,GNOUSDT,0.01,-3.89,-3.37,0.0,32
6389,FIDAUSDT,MANAUSDT,0.02,-3.7,-3.37,0.45,32
42,1000000BABYDOGEUSDT,FUSDT,0.05,-3.38,-3.37,0.05,32
11284,PROMUSDT,GUSDT,0.04,-3.39,-3.37,189.71,32
3970,CETUSUSDT,EIGENUSDT,0.04,-3.42,-3.37,0.08,32
2581,ATAUSDT,1000TURBOUSDT,0.04,-3.38,-3.37,0.02,32
2986,BALUSDT,OSMOUSDT,0.02,-3.66,-3.37,6.17,32
12857,SCUSDT,SNTUSDT,0.0,-6.17,-3.37,0.13,32
1426,1INCHUSDT,NULSUSDT,0.01,-3.92,-3.37,0.94,32
364,10000COQUSDT,DASHUSDT,0.0,-5.47,-3.37,0.0,32
7831,HIFIUSDT,LQTYUSDT,0.02,-3.62,-3.37,0.35,32
2747,AUDIOUSDT,FIOUSDT,0.0,-4.77,-3.37,4.2,32
4187,CHILLGUYUSDT,LAIUSDT,0.03,-3.56,-3.37,7.27,32
187,1000000PEIPEIUSDT,MAVUSDT,0.02,-3.73,-3.37,0.39,32
12653,SCRTUSDT,HOTUSDT,0.04,-3.46,-3.37,158.09,32
6759,FUSDT,MANAUSDT,0.03,-3.49,-3.37,0.09,32
7418,GOMININGUSDT,L3USDT,0.0,-4.2,-3.37,4.12,32
2274,ALUUSDT,FLRUSDT,0.0,-4.97,-3.37,4.04,32
4328,COMPUSDT,FUSDT,0.0,-4.42,-3.37,1676.66,32
1160,1000TURBOUSDT,AKTUSDT,0.02,-3.73,-3.37,2.12,32
8194,HOOKUSDT,SXPUSDT,0.01,-3.98,-3.37,0.95,32
1461,ACEUSDT,BANANAUSDT,0.01,-3.85,-3.37,0.04,32
4321,COMPUSDT,CROUSDT,0.0,-4.31,-3.37,535.09,32
2960,BAKEUSDT,LOOKSUSDT,0.0,-4.58,-3.37,5.78,32
531,10000COQUSDT,RPLUSDT,0.0,-5.52,-3.37,0.0,32
140,1000000PEIPEIUSDT,COMPUSDT,0.01,-3.89,-3.37,0.0,32
8498,IOTXUSDT,LPTUSDT,0.01,-4.05,-3.37,0.0,32
3424,BLURUSDT,ICXUSDT,0.02,-3.6,-3.37,1.17,32
4721,CTCUSDT,HBARUSDT,0.01,-3.77,-3.37,3.08,32
10777,ORDERUSDT,PNUTUSDT,0.01,-4.07,-3.37,0.89,32
286,10000COQUSDT,ALGOUSDT,0.0,-4.58,-3.37,0.02,32
13847,TRBUSDT,BNTUSDT,0.03,-3.49,-3.37,72.78,32
837,10000WHYUSDT,MOVRUSDT,0.03,-3.53,-3.37,0.0,32
13627,SUNDOGUSDT,FUSDT,0.01,-3.9,-3.37,1.29,32
13636,SUPERUSDT,ALUUSDT,0.0,-4.18,-3.37,9.38,32
545,10000COQUSDT,SLPUSDT,0.0,-5.77,-3.37,3.2,32
3855,C98USDT,ROSEUSDT,0.02,-3.67,-3.37,2.04,32
4820,CTKUSDT,BADGERUSDT,0.01,-4.0,-3.37,0.15,32
5044,DASHUSDT,10000WHYUSDT,0.04,-3.44,-3.37,49661.21,32
9010,LQTYUSDT,STORJUSDT,0.02,-3.65,-3.37,3.55,32
13798,TOKENUSDT,PIRATEUSDT,0.04,-3.44,-3.37,0.4,32
232,1000000PEIPEIUSDT,SLERFUSDT,0.01,-4.03,-3.37,0.33,32
278,10000COQUSDT,AERGOUSDT,0.0,-5.38,-3.37,0.09,32
122,1000000PEIPEIUSDT,AVAUSDT,0.02,-3.66,-3.37,0.06,32
5896,ETHFIUSDT,TROYUSDT,0.04,-3.45,-3.37,878.86,32
2953,BAKEUSDT,GLMRUSDT,0.0,-5.13,-3.37,1.11,32
577,10000COQUSDT,TROYUSDT,0.0,-5.45,-3.37,5.1,32
3013,BANANAUSDT,BNXUSDT,0.0,-4.28,-3.37,147.11,32
2867,AVAUSDT,POLUSDT,0.0,-4.26,-3.37,2.04,32
4353,COMPUSDT,PROMUSDT,0.03,-3.5,-3.37,13.86,32
5617,DOGUSDT,CELRUSDT,0.03,-3.55,-3.37,0.26,32
9273,MANAUSDT,RDNTUSDT,0.02,-3.65,-3.37,9.74,32
8418,INJUSDT,SEIUSDT,0.04,-3.43,-3.37,60.36,32
7150,GNOUSDT,OSMOUSDT,0.01,-3.82,-3.37,544.43,32
7679,GUSDT,ATAUSDT,0.05,-3.37,-3.37,0.26,32
6545,FLMUSDT,SCRTUSDT,0.02,-3.71,-3.37,0.16,32
5097,DATAUSDT,HIFIUSDT,0.0,-4.7,-3.37,0.06,32
3205,BBUSDT,ORCAUSDT,0.02,-3.7,-3.37,0.09,32
295,10000COQUSDT,APTUSDT,0.0,-5.73,-3.37,0.0,32
12382,ROSEUSDT,USTCUSDT,0.01,-4.01,-3.37,4.07,31
4429,COSUSDT,LAIUSDT,0.03,-3.51,-3.37,0.77,31
10004,MVLUSDT,RENUSDT,0.02,-3.74,-3.37,0.18,31
9944,MOVRUSDT,VANAUSDT,0.02,-3.63,-3.37,1.02,31
5214,DGBUSDT,BRETTUSDT,0.01,-3.8,-3.37,0.13,31
11127,PONKEUSDT,VIRTUALUSDT,0.01,-3.77,-3.37,0.08,31
7738,HBARUSDT,IDEXUSDT,0.0,-4.16,-3.37,6.74,31
6713,FORTHUSDT,SLFUSDT,0.04,-3.43,-3.37,17.99,31
2895,AVAXUSDT,LOOKSUSDT,0.03,-3.58,-3.37,1051.27,31
863,1000APUUSDT,ENAUSDT,0.0,-4.34,-3.37,0.47,31
10069,NEOUSDT,10000SATSUSDT,0.01,-3.77,-3.37,10334.85,31
9979,MTLUSDT,ROSEUSDT,0.01,-4.02,-3.37,18.7,31
5017,CVXUSDT,THEUSDT,0.0,-4.43,-3.37,4.57,31
12369,ROSEUSDT,RDNTUSDT,0.03,-3.55,-3.37,1.33,31
4866,CTKUSDT,MVLUSDT,0.02,-3.75,-3.37,121.33,31
6573,FLOWUSDT,GNOUSDT,0.0,-4.25,-3.37,0.0,31
3370,BIOUSDT,VRUSDT,0.01,-4.09,-3.37,24.51,31
854,10000WHYUSDT,SOLUSDT,0.04,-3.41,-3.37,0.0,31
2308,ANIMEUSDT,HPOS10IUSDT,0.01,-3.81,-3.37,0.35,31
2263,ALTUSDT,REZUSDT,0.0,-4.41,-3.37,2.96,31
732,10000QUBICUSDT,SYSUSDT,0.02,-3.6,-3.37,0.25,31
10008,MVLUSDT,UXLINKUSDT,0.03,-3.51,-3.37,0.01,31
4909,CTSIUSDT,10000WHYUSDT,0.03,-3.49,-3.37,196.86,31
11801,RENUSDT,KAIAUSDT,0.03,-3.51,-3.37,0.13,31
7623,GRASSUSDT,MYRIAUSDT,0.01,-3.96,-3.37,769.12,31
6612,FLRUSDT,KASUSDT,0.0,-4.27,-3.37,0.2,31
859,10000WHYUSDT,VELOUSDT,0.01,-3.78,-3.37,0.03,31
2370,API3USDT,SANDUSDT,0.04,-3.45,-3.37,2.33,31
10058,NEARUSDT,RADUSDT,0.0,-5.46,-3.37,4.44,31
3389,BLASTUSDT,LOOKSUSDT,0.01,-4.0,-3.37,0.18,31
719,10000QUBICUSDT,SCRUSDT,0.05,-3.38,-3.37,0.03,31
827,10000WHYUSDT,IDEXUSDT,0.0,-4.31,-3.37,0.01,31
2992,BALUSDT,TROYUSDT,0.0,-4.48,-3.37,1347.27,31
943,1000CATUSDT,HPOS10IUSDT,0.0,-4.12,-3.37,0.11,31
3404,BLUEUSDT,ANIMEUSDT,0.03,-3.56,-3.37,4.17,31
7658,GTCUSDT,KASUSDT,0.01,-3.98,-3.37,4.42,31
9886,MONUSDT,REXUSDT,0.05,-3.37,-3.37,2.9,31
12700,SCRUSDT,LQTYUSDT,0.0,-4.29,-3.37,0.44,31
11745,RAYDIUMUSDT,SENDUSDT,0.02,-3.75,-3.37,4.12,31
884,1000BONKUSDT,OMGUSDT,0.03,-3.52,-3.37,0.09,31
5560,DOGEUSDT,POWRUSDT,0.01,-4.08,-3.37,1.29,31
10361,OGNUSDT,GRTUSDT,0.04,-3.45,-3.37,0.53,31
5470,DODOUSDT,TROYUSDT,0.02,-3.62,-3.37,56.76,31
11836,RENUSDT,VANAUSDT,0.01,-3.79,-3.37,0.0,31
5324,DGBUSDT,MVLUSDT,0.01,-3.81,-3.37,2.29,31
11733,RAREUSDT,SLFUSDT,0.01,-3.78,-3.37,0.38,31
